 223.51830, 550.26140,1,0,1
 226.10140, 497.81670,1,1,1
 229.42230, 445.66660,1,2,1
 236.79450, 577.75370,1,3,1
 240.02490, 524.98520,1,4,1
 243.08910, 472.54470,1,5,1
 246.24980, 420.46420,1,6,1
 250.41110, 604.30510,1,7,1
 253.33280, 552.20290,1,8,1
 256.55120, 499.56790,1,9,1
 259.43780, 447.59620,1,10,1
 263.06590, 395.41730,1,11,1
 263.87010, 631.41080,1,12,1
 267.42930, 578.84730,1,13,1
 270.13040, 526.59440,1,14,1
 273.32640, 474.40370,1,15,1
 276.40490, 422.37620,1,16,1
 277.46940, 658.59710,1,17,1
 279.51280, 369.63600,1,18,1
 280.67280, 606.23420,1,19,1
 283.35420, 553.74730,1,20,1
 286.78250, 501.71690,1,21,1
 290.09890, 449.03440,1,22,1
 290.95150, 685.68230,1,23,1
 293.35520, 396.76640,1,24,1
 294.20000, 633.12150,1,25,1
 296.23320, 344.63740,1,26,1
 297.00550, 580.70330,1,27,1
 300.29540, 528.51150,1,28,1
 303.61090, 476.36630,1,29,1
 304.52490, 712.69140,1,30,1
 306.55410, 423.62400,1,31,1
 307.56080, 660.53230,1,32,1
 309.50150, 371.57300,1,33,1
 310.69880, 608.34900,1,34,1
 312.83170, 319.34430,1,35,1
 313.73770, 555.50590,1,36,1
 317.04880, 503.12230,1,37,1
 320.30260, 450.75400,1,38,1
 321.16680, 687.48860,1,39,1
 323.32960, 398.58590,1,40,1
 324.39330, 635.06570,1,41,1
 326.27050, 346.33910,1,42,1
 327.33180, 582.63640,1,43,1
 329.32420, 293.50230,1,44,1
 330.50420, 530.32050,1,45,1
 333.41020, 477.79990,1,46,1
 334.88040, 714.71280,1,47,1
 336.73230, 425.69760,1,48,1
 337.68760, 662.32680,1,49,1
 339.69630, 373.25880,1,50,1
 340.55680, 609.94350,1,51,1
 342.51510, 320.59620,1,52,1
 344.02430, 557.54890,1,53,1
 347.09110, 504.82200,1,54,1
 348.36560, 741.86110,1,55,1
 350.34390, 452.63120,1,56,1
 351.41370, 689.37530,1,57,1
 353.47490, 400.39570,1,58,1
 354.15940, 636.81810,1,59,1
 356.42220, 347.61720,1,60,1
 357.43500, 584.50870,1,61,1
 359.46470, 295.40190,1,62,1
 360.77580, 532.19700,1,63,1
 363.76650, 479.58460,1,64,1
 364.96390, 716.72840,1,65,1
 366.68590, 427.54030,1,66,1
 367.95260, 664.00940,1,67,1
 370.08790, 374.99800,1,68,1
 370.77110, 611.53760,1,69,1
 372.88650, 322.42670,1,70,1
 392.49280, 244.77530,1,71,1
 375.62290, 270.27550,1,72,1
 406.11540, 271.89980,1,73,1
 422.48390, 246.38520,1,74,1
 389.55460, 297.21440,1,75,1
 436.24820, 273.46360,1,76,1
 419.61770, 298.87610,1,77,1
 452.64140, 248.19760,1,78,1
 403.24490, 324.47050,1,79,1
 469.78400, 222.74700,1,80,1
 386.60560, 349.54550,1,81,1
 449.62200, 300.44010,1,82,1
 466.31030, 275.22180,1,83,1
 433.27760, 325.88700,1,84,1
 483.06960, 249.48650,1,85,1
 416.62090, 351.37360,1,86,1
 499.46990, 224.48470,1,87,1
 400.38920, 376.66790,1,88,1
 383.58020, 402.23780,1,89,1
 480.01540, 302.21470,1,90,1
 463.42820, 327.51400,1,91,1
 496.82300, 276.79190,1,92,1
 446.84710, 352.95820,1,93,1
 512.97150, 251.64350,1,94,1
 430.38030, 378.42630,1,95,1
 529.41370, 226.04810,1,96,1
 413.71940, 403.59370,1,97,1
 397.18800, 429.01540,1,98,1
 380.49830, 454.36760,1,99,1
 493.52020, 329.30390,1,100,1
 509.90740, 304.10170,1,101,1
 477.26620, 354.61670,1,102,1
 526.58240, 278.51760,1,103,1
 460.46480, 380.13710,1,104,1
 543.06680, 253.42440,1,105,1
 443.81930, 405.51400,1,106,1
 559.65220, 227.31840,1,107,1
 427.38800, 430.67650,1,108,1
 410.75350, 456.18030,1,109,1
 523.92250, 330.82980,1,110,1
 507.21010, 356.40820,1,111,1
 540.29350, 305.65810,1,112,1
 490.54400, 381.60000,1,113,1
 393.92830, 481.56930,1,114,1
 556.74000, 279.92600,1,115,1
 473.98240, 407.20160,1,116,1
 573.56160, 254.48700,1,117,1
 457.47870, 432.42800,1,118,1
 377.29570, 506.65940,1,119,1
 589.95990, 229.23220,1,120,1
 440.78550, 457.60100,1,121,1
 424.10690, 482.92320,1,122,1
 537.11490, 358.06500,1,123,1
 553.73890, 332.61430,1,124,1
 520.69170, 383.37670,1,125,1
 570.28340, 307.24980,1,126,1
 504.29100, 408.71190,1,127,1
 586.82230, 281.34150,1,128,1
 407.40420, 508.35420,1,129,1
 487.64680, 434.16500,1,130,1
 603.45050, 256.31870,1,131,1
 471.13190, 459.44650,1,132,1
 390.55630, 533.73940,1,133,1
 454.41730, 484.54510,1,134,1
 567.38190, 359.64490,1,135,1
 550.65180, 385.02690,1,136,1
 437.52640, 509.90670,1,137,1
 583.78880, 333.93160,1,138,1
 374.18020, 559.03030,1,139,1
 534.25910, 410.48410,1,140,1
 600.64900, 308.54510,1,141,1
 517.63110, 435.79100,1,142,1
 617.27430, 283.52130,1,143,1
 501.30000, 461.31320,1,144,1
 420.78090, 535.39490,1,145,1
 633.74450, 258.08890,1,146,1
 485.10740, 486.30840,1,147,1
 403.99050, 560.77980,1,148,1
 467.75400, 511.03730,1,149,1
 580.89390, 386.70260,1,150,1
 597.40190, 361.23310,1,151,1
 564.17160, 412.13400,1,152,1
 613.78000, 335.57840,1,153,1
 547.71640, 437.51460,1,154,1
 450.67020, 536.85110,1,155,1
 630.65380, 310.38260,1,156,1
 387.56820, 586.25880,1,157,1
 531.16470, 463.14290,1,158,1
 647.00360, 285.17180,1,159,1
 514.94030, 488.89130,1,160,1
 434.11440, 562.42790,1,161,1
 417.65770, 588.08000,1,162,1
 480.27750, 538.37920,1,163,1
 610.79330, 388.15930,1,164,1
 594.38740, 413.73330,1,165,1
 627.60370, 362.64030,1,166,1
 577.67140, 439.15360,1,167,1
 644.26780, 337.48560,1,168,1
 561.17560, 464.68050,1,169,1
 660.47630, 311.86110,1,170,1
 464.09640, 564.07650,1,171,1
 544.49120, 490.35610,1,172,1
 401.08570, 613.24720,1,173,1
 677.42620, 286.60300,1,174,1
 527.46900, 516.24560,1,175,1
 447.59140, 589.69280,1,176,1
 510.09900, 541.01860,1,177,1
 384.47300, 638.66270,1,178,1
 624.37700, 415.29100,1,179,1
 640.82990, 390.01110,1,180,1
 607.86040, 440.71140,1,181,1
 431.23350, 615.00570,1,182,1
 494.04110, 565.96700,1,183,1
 657.74790, 364.42660,1,184,1
 591.05620, 466.26170,1,185,1
 674.12380, 339.15970,1,186,1
 574.43430, 491.74410,1,187,1
 690.80130, 313.86570,1,188,1
 477.63240, 591.36080,1,189,1
 557.67840, 517.29320,1,190,1
 414.59100, 640.49900,1,191,1
 540.79780, 542.71980,1,192,1
 461.03310, 616.80320,1,193,1
 524.04670, 567.82200,1,194,1
 398.03990, 665.78170,1,195,1
 654.46110, 416.82680,1,196,1
 637.80060, 442.26880,1,197,1
 671.21150, 391.51650,1,198,1
 621.30330, 467.78240,1,199,1
 687.75390, 366.12000,1,200,1
 604.47460, 493.20870,1,201,1
 507.74030, 593.06570,1,202,1
 444.67040, 642.22080,1,203,1
 704.47760, 340.77080,1,204,1
 587.88210, 518.74930,1,205,1
 721.07970, 315.60200,1,206,1
 571.09930, 544.14300,1,207,1
 381.60710, 691.29860,1,208,1
 491.25340, 618.45860,1,209,1
 428.23470, 667.47990,1,210,1
 554.42550, 569.46800,1,211,1
 474.97730, 643.99150,1,212,1
 668.06670, 444.22920,1,213,1
 537.86650, 594.88410,1,214,1
 684.68820, 418.47780,1,215,1
 651.28540, 469.31120,1,216,1
 701.14160, 393.22930,1,217,1
 634.67370, 494.67630,1,218,1
 411.60980, 692.81750,1,219,1
 718.20360, 368.23090,1,220,1
 617.87740, 519.94940,1,221,1
 521.43660, 620.15690,1,222,1
 734.69550, 342.36820,1,223,1
 458.48590, 669.23450,1,224,1
 601.28180, 545.63000,1,225,1
 584.81000, 571.07300,1,226,1
 504.95640, 645.62810,1,227,1
 395.46010, 718.07340,1,228,1
 442.00470, 694.60790,1,229,1
 568.11170, 596.32160,1,230,1
 698.09670, 445.54680,1,231,1
 681.39140, 470.99630,1,232,1
 714.90310, 420.10490,1,233,1
 664.75650, 496.22100,1,234,1
 488.38790, 671.01870,1,235,1
 731.54870, 394.97940,1,236,1
 551.59670, 621.73590,1,237,1
 648.20970, 521.65930,1,238,1
 748.13640, 369.69380,1,239,1
 378.63770, 743.51400,1,240,1
 631.41650, 547.07790,1,241,1
 425.37950, 719.93700,1,242,1
 535.22050, 647.02420,1,243,1
 614.94470, 572.51750,1,244,1
 472.16590, 696.03230,1,245,1
 598.19980, 598.02710,1,246,1
 518.75130, 672.45300,1,247,1
 409.06820, 745.26570,1,248,1
 581.85670, 623.29570,1,249,1
 455.55750, 721.55470,1,250,1
 711.66610, 472.49180,1,251,1
 728.12580, 447.28000,1,252,1
 695.34310, 498.14030,1,253,1
 678.23200, 523.20910,1,254,1
 745.60310, 422.17140,1,255,1
 761.73900, 396.49670,1,256,1
 661.68290, 548.55740,1,257,1
 502.02730, 697.73760,1,258,1
 565.28660, 648.65650,1,259,1
 645.47140, 574.70270,1,260,1
 392.22660, 770.35300,1,261,1
 438.47260, 747.03020,1,262,1
 628.49150, 599.36860,1,263,1
 549.08310, 674.00840,1,264,1
 485.82930, 723.07740,1,265,1
 612.46190, 624.84510,1,266,1
 532.39930, 699.40820,1,267,1
 422.53820, 772.17390,1,268,1
 741.99610, 473.89990,1,269,1
 725.05440, 499.54200,1,270,1
 758.68850, 449.09360,1,271,1
 708.49760, 524.97910,1,272,1
 595.50000, 650.11400,1,273,1
 775.17230, 423.80160,1,274,1
 469.22420, 748.52060,1,275,1
 691.89330, 550.02590,1,276,1
 675.25930, 575.46880,1,277,1
 515.91630, 725.05270,1,278,1
 578.94730, 675.54990,1,279,1
 658.55300, 600.95010,1,280,1
 642.11030, 626.27650,1,281,1
 453.10020, 774.06910,1,282,1
 562.54940, 700.96310,1,283,1
 499.59630, 750.30680,1,284,1
 625.65760, 651.81920,1,285,1
 755.19230, 501.21750,1,286,1
 771.96140, 476.14180,1,287,1
 738.78290, 526.29450,1,288,1
 788.84820, 450.62010,1,289,1
 721.92210, 551.72070,1,290,1
 546.30720, 726.34120,1,291,1
 609.26230, 677.12940,1,292,1
 705.32030, 576.99030,1,293,1
 483.18970, 775.24540,1,294,1
 689.07100, 602.17590,1,295,1
 592.88580, 702.68560,1,296,1
 672.42890, 627.78360,1,297,1
 530.12660, 751.80700,1,298,1
 655.83930, 652.89610,1,299,1
 466.49450, 800.92690,1,300,1
 576.17300, 728.09860,1,301,1
 513.69410, 777.00930,1,302,1
 639.44240, 678.60310,1,303,1
 785.95000, 503.07750,1,304,1
 769.09540, 527.22480,1,305,1
 802.37130, 477.77550,1,306,1
 752.22060, 553.43120,1,307,1
 735.77210, 578.75180,1,308,1
 560.48690, 753.52370,1,309,1
 718.78880, 603.89420,1,310,1
 623.93500, 705.76060,1,311,1
 702.54070, 629.27790,1,312,1
 497.23000, 802.25450,1,313,1
 686.02890, 654.81900,1,314,1
 606.82820, 729.37950,1,315,1
 543.60540, 778.72190,1,316,1
 669.65610, 680.15030,1,317,1
 590.20350, 754.79700,1,318,1
 799.23750, 530.06740,1,319,1
 783.13640, 555.31450,1,320,1
 765.90680, 579.73230,1,321,1
 526.42830, 803.92740,1,322,1
 653.29250, 705.49140,1,323,1
 749.29170, 605.59840,1,324,1
 733.15770, 631.69850,1,325,1
 573.91610, 779.92140,1,326,1
 637.27750, 730.72040,1,327,1
 716.36120, 656.26850,1,328,1
 700.42730, 681.75650,1,329,1
 620.48960, 756.35490,1,330,1
 683.49910, 706.92520,1,331,1
 603.92630, 781.78790,1,332,1
 779.62420, 607.15480,1,333,1
 667.06400, 732.40170,1,334,1
 763.21700, 632.46680,1,335,1
 746.53730, 657.79060,1,336,1
 650.99080, 758.68480,1,337,1
 730.56350, 683.11880,1,338,1
 713.72640, 708.46550,1,339,1
 697.34330, 733.89780,1,340,1
